Habitat,Year,Sector,Taxa,Intercept
Crest,1995,1,other_Acropora,16
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,21
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,26
Crest,1995,1,other_Acropora,39
Crest,1995,1,other_Acropora,14
Crest,1995,1,other_Acropora,17
Crest,1995,1,other_Acropora,12
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,41
Crest,1995,1,other_Acropora,9
Crest,1995,1,other_Acropora,22
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,29
Crest,1995,1,other_Acropora,7
Crest,1995,1,other_Acropora,35
Crest,1995,1,other_Acropora,7
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,11
Crest,1995,1,other_Acropora,26
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,12
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,23
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,24
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,14
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,44
Crest,1995,1,other_Acropora,17
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,25
Crest,1995,1,other_Acropora,17
Crest,1995,1,other_Acropora,42
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,25
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,40
Crest,1995,1,other_Acropora,9
Crest,1995,1,other_Acropora,9
Crest,1995,1,other_Acropora,20
Crest,1995,1,other_Acropora,13
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,15
Crest,1995,1,other_Acropora,55
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,31
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,16
Crest,1995,1,other_Acropora,9
Crest,1995,1,other_Acropora,26
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,90
Crest,1995,1,other_Acropora,40
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,12
Crest,1995,1,other_Acropora,15
Crest,1995,1,other_Acropora,30
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,34
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,32
Crest,1995,1,other_Acropora,1
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,15
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,7
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,35
Crest,1995,1,other_Acropora,4
Crest,1995,1,other_Acropora,12
Crest,1995,1,other_Acropora,32
Crest,1995,1,other_Acropora,18
Crest,1995,1,other_Acropora,23
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,26
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,52
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,2
Crest,1995,1,other_Acropora,21
Crest,1995,1,other_Acropora,1
Crest,1995,1,other_Acropora,18
Crest,1995,1,other_Acropora,97
Crest,1995,1,other_Acropora,45
Crest,1995,1,other_Acropora,42
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,12
Crest,1995,1,other_Acropora,24
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,15
Crest,1995,1,other_Acropora,23
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,33
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,13
Crest,1995,1,other_Acropora,22
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,3
Crest,1995,1,other_Acropora,9
Crest,1995,1,other_Acropora,28
Crest,1995,1,other_Acropora,6
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,20
Crest,1995,1,other_Acropora,8
Crest,1995,1,other_Acropora,10
Crest,1995,1,other_Acropora,18
Crest,1995,1,other_Acropora,16
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,20
Crest,1995,1,other_Acropora,13
Crest,1995,1,other_Acropora,7
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Acropora,7
Crest,1995,1,other_Acropora,5
Crest,1995,1,other_Pocillopora,1
Crest,1995,1,other_Pocillopora,22
Crest,1995,1,other_Pocillopora,2
Crest,1995,1,other_Pocillopora,16
Crest,1995,1,other_Pocillopora,15
Crest,1995,1,other_Pocillopora,4
Crest,1995,1,other_Pocillopora,4
Crest,1995,1,other_Pocillopora,7
Crest,1995,1,other_Pocillopora,4
Crest,1995,1,other_Pocillopora,3
Crest,1995,1,other_Pocillopora,9
Crest,1995,1,other_Pocillopora,27
Crest,1995,1,other_Pocillopora,35
Crest,1995,1,other_Pocillopora,2
Crest,1995,1,other_Pocillopora,15
Crest,1995,1,other_Pocillopora,11
Crest,1995,1,other_scleractinians,22
Crest,1995,1,other_scleractinians,30
Crest,1995,1,other_scleractinians,19
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,40
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,23
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,13
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,16
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,1
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,18
Crest,1995,1,other_scleractinians,16
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,16
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,15
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,22
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,19
Crest,1995,1,other_scleractinians,19
Crest,1995,1,other_scleractinians,21
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,15
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,17
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,20
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,17
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,22
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,23
Crest,1995,1,other_scleractinians,125
Crest,1995,1,other_scleractinians,18
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,1
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,2
Crest,1995,1,other_scleractinians,14
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,13
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,15
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,17
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,1
Crest,1995,1,other_scleractinians,9
Crest,1995,1,other_scleractinians,45
Crest,1995,1,other_scleractinians,14
Crest,1995,1,other_scleractinians,18
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,15
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,32
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,13
Crest,1995,1,other_scleractinians,36
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,12
Crest,1995,1,other_scleractinians,15
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,4
Crest,1995,1,other_scleractinians,11
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,30
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,18
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,8
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,10
Crest,1995,1,other_scleractinians,35
Crest,1995,1,other_scleractinians,7
Crest,1995,1,other_scleractinians,17
Crest,1995,1,other_scleractinians,17
Crest,1995,1,other_scleractinians,22
Crest,1995,1,other_scleractinians,5
Crest,1995,1,other_scleractinians,13
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,32
Crest,1995,1,other_scleractinians,15
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,19
Crest,1995,1,other_scleractinians,3
Crest,1995,1,other_scleractinians,17
Crest,1995,1,other_scleractinians,6
Crest,1995,1,other_scleractinians,13
Crest,1995,1,other_scleractinians,45
Crest,1995,1,other_scleractinians,7
Crest,1995,1,P_damicornis,2
Crest,1995,1,P_damicornis,11
Crest,1995,1,P_damicornis,5
Crest,1995,1,P_damicornis,13
Crest,1995,1,P_damicornis,15
Crest,1995,1,P_damicornis,17
Crest,1995,1,P_damicornis,6
Crest,1995,1,P_damicornis,12
Crest,1995,1,P_damicornis,13
Crest,1995,1,P_damicornis,11
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,27
Crest,1995,1,P_damicornis,21
Crest,1995,1,P_damicornis,27
Crest,1995,1,P_damicornis,13
Crest,1995,1,P_damicornis,1
Crest,1995,1,P_damicornis,12
Crest,1995,1,P_damicornis,26
Crest,1995,1,P_damicornis,2
Crest,1995,1,P_damicornis,14
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,5
Crest,1995,1,P_damicornis,5
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,15
Crest,1995,1,P_damicornis,11
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,25
Crest,1995,1,P_damicornis,17
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,3
Crest,1995,1,P_damicornis,22
Crest,1995,1,P_damicornis,3
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,6
Crest,1995,1,P_damicornis,24
Crest,1995,1,P_damicornis,17
Crest,1995,1,P_damicornis,27
Crest,1995,1,P_damicornis,30
Crest,1995,1,P_damicornis,40
Crest,1995,1,P_damicornis,3
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,16
Crest,1995,1,P_damicornis,16
Crest,1995,1,P_damicornis,9
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,18
Crest,1995,1,P_damicornis,17
Crest,1995,1,P_damicornis,15
Crest,1995,1,P_damicornis,14
Crest,1995,1,P_damicornis,6
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,11
Crest,1995,1,P_damicornis,10
Crest,1995,1,P_damicornis,17
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,20
Crest,1995,1,P_damicornis,2
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,35
Crest,1995,1,P_damicornis,9
Crest,1995,1,P_damicornis,20
Crest,1995,1,P_damicornis,1
Crest,1995,1,P_damicornis,18
Crest,1995,1,P_damicornis,6
Crest,1995,1,P_damicornis,3
Crest,1995,1,P_damicornis,14
Crest,1995,1,P_damicornis,26
Crest,1995,1,P_damicornis,15
Crest,1995,1,P_damicornis,3
Crest,1995,1,P_damicornis,10
Crest,1995,1,P_damicornis,19
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,20
Crest,1995,1,P_damicornis,31
Crest,1995,1,P_damicornis,5
Crest,1995,1,P_damicornis,20
Crest,1995,1,P_damicornis,42
Crest,1995,1,P_damicornis,10
Crest,1995,1,P_damicornis,28
Crest,1995,1,P_damicornis,15
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,17
Crest,1995,1,P_damicornis,14
Crest,1995,1,P_damicornis,18
Crest,1995,1,P_damicornis,11
Crest,1995,1,P_damicornis,11
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,12
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,18
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,18
Crest,1995,1,P_damicornis,1
Crest,1995,1,P_damicornis,4
Crest,1995,1,P_damicornis,2
Crest,1995,1,P_damicornis,21
Crest,1995,1,P_damicornis,16
Crest,1995,1,P_damicornis,7
Crest,1995,1,P_damicornis,8
Crest,1995,1,P_damicornis,36
Crest,1995,1,P_damicornis,6
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,11
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,10
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,13
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,130
Crest,1995,1,Poritidae,36
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,9
Crest,1995,1,Poritidae,15
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,16
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,1
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,9
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,1
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,9
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,10
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,9
Crest,1995,1,Poritidae,22
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,1
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,15
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,25
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,23
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,10
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,14
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,55
Crest,1995,1,Poritidae,16
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,55
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,11
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,10
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,16
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,55
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,13
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,15
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,14
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,11
Crest,1995,1,Poritidae,10
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,25
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,11
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,9
Crest,1995,1,Poritidae,1
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,21
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,33
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,15
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,12
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,53
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,70
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,8
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,4
Crest,1995,1,Poritidae,25
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,6
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,5
Crest,1995,1,Poritidae,3
Crest,1995,1,Poritidae,2
Crest,1995,1,Poritidae,7
Crest,1995,1,Poritidae,3
Crest,1995,1,Seriatopora,7
Crest,1995,1,Seriatopora,12
Crest,1995,1,Seriatopora,2
Crest,1995,1,Seriatopora,11
Crest,1995,1,Seriatopora,15
Crest,1995,1,Seriatopora,10
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,11
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,2
Crest,1995,1,Seriatopora,43
Crest,1995,1,Seriatopora,1
Crest,1995,1,Seriatopora,5
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,2
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,12
Crest,1995,1,Seriatopora,24
Crest,1995,1,Seriatopora,2
Crest,1995,1,Seriatopora,9
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,8
Crest,1995,1,Seriatopora,3
Crest,1995,1,Seriatopora,35
Crest,1995,1,Seriatopora,3
Crest,1995,1,Seriatopora,11
Crest,1995,1,Seriatopora,3
Crest,1995,1,Seriatopora,5
Crest,1995,1,Seriatopora,29
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,10
Crest,1995,1,Seriatopora,9
Crest,1995,1,Seriatopora,42
Crest,1995,1,Seriatopora,5
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,15
Crest,1995,1,Seriatopora,15
Crest,1995,1,Seriatopora,1
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,12
Crest,1995,1,Seriatopora,8
Crest,1995,1,Seriatopora,8
Crest,1995,1,Seriatopora,15
Crest,1995,1,Seriatopora,11
Crest,1995,1,Seriatopora,10
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,21
Crest,1995,1,Seriatopora,12
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,10
Crest,1995,1,Seriatopora,3
Crest,1995,1,Seriatopora,9
Crest,1995,1,Seriatopora,11
Crest,1995,1,Seriatopora,7
Crest,1995,1,Seriatopora,8
Crest,1995,1,Seriatopora,52
Crest,1995,1,Seriatopora,25
Crest,1995,1,Seriatopora,20
Crest,1995,1,Seriatopora,5
Crest,1995,1,Seriatopora,17
Crest,1995,1,Seriatopora,4
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,12
Crest,1995,1,Seriatopora,13
Crest,1995,1,Seriatopora,5
Crest,1995,1,Seriatopora,22
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,5
Crest,1995,1,Seriatopora,6
Crest,1995,1,Seriatopora,3
Crest,1995,1,Seriatopora,8
Crest,1995,1,Seriatopora,9
Crest,1995,1,Seriatopora,3
Crest,1995,1,Seriatopora,2
Crest,1995,1,Stylophora,11
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,24
Crest,1995,1,Stylophora,4
Crest,1995,1,Stylophora,32
Crest,1995,1,Stylophora,9
Crest,1995,1,Stylophora,12
Crest,1995,1,Stylophora,27
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,6
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,21
Crest,1995,1,Stylophora,16
Crest,1995,1,Stylophora,4
Crest,1995,1,Stylophora,8
Crest,1995,1,Stylophora,10
Crest,1995,1,Stylophora,12
Crest,1995,1,Stylophora,11
Crest,1995,1,Stylophora,20
Crest,1995,1,Stylophora,6
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,26
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,5
Crest,1995,1,Stylophora,7
Crest,1995,1,Stylophora,10
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,8
Crest,1995,1,Stylophora,6
Crest,1995,1,Stylophora,1
Crest,1995,1,Stylophora,15
Crest,1995,1,Stylophora,17
Crest,1995,1,Stylophora,2
Crest,1995,1,Stylophora,3
Crest,1995,1,Stylophora,3
Crest,1995,1,Stylophora,12
Crest,1995,1,Stylophora,3
Crest,1995,1,Stylophora,14
Crest,1995,1,Stylophora,11
Crest,1995,1,Stylophora,6
Crest,1995,1,Stylophora,12
Crest,1995,1,Stylophora,7
Crest,1995,1,Stylophora,7
Crest,1995,1,Stylophora,7
